label,speech
부정적인 말,오늘은 맥도날드 먹을 자격이 없어
질문,거기 뭐있어
일반적인 칭찬,고마워 친구
지시,나에게 돌을 줘
반영,너는 레고를 찾았구나
일반적인 말,내가 블럭을 꺼낼게
반영,피자 포도와 쿠
질문,이게 그의 왼쪽 팔이니
질문,그게 뭐야
일반적인 말,너는 높게 만들수 있어
지시,집중해
일반적인 말,나는 빨간 자동차를 사용하고 있어
부정적인 말,네가 불평할 때 싫어
지시,이제 하나짜리 노란색 블럭을 가지고 같이 합칠거야 그리고 이렇게
일반적인 말,이제 거의 할머니가 오실 시간이야
질문,그들은 먹고있어
구체적인 칭찬,나는 너와 노는 것이 좋아
행동 묘사,너는 자석을 꺼내고 있어
행동 묘사,마커 뚜껑을 닫았어
일반적인 칭찬,멋진 요새
구체적인 칭찬,너는 농장 동물을 만드느라 애쓰고 있어
지시,크레파스를 박스에 넣어
반영,거의 시간이 다 되었어
질문,핑크색을 가장 좋아하는구나
부정적인 말,그렇게 하는 것 아니야
부정적인 말,가능하지 않음
행동 묘사,너는 높은 타워를 만들고 있어
구체적인 칭찬,네가 만든 타워가 마음에 들어
구체적인 칭찬,그것들을 같이 쌓는 것 잘하고 있어
지시,그만 소리질러
일반적인 말,아직 그녀의 눈을 넣지마
질문,이것을 어디에 두어야 할까
일반적인 말,오 저기 미스터 포테이토 헤드가 있어
일반적인 말,그렇게 하면 안될거 같아 이렇게 해
지시,이제 장난감을 정리해줘
지시,의자에 앉아줘
지시,팅커 장난감을 정리해
일반적인 말,빨간색이 더 보기 좋을 것 같아
지시,몇 개 더 넣도록 해봐
반영,큰 발
행동 묘사,거기에 있어
지시,가서 앉아
부정적인 말,나빠 나빠 나빠
행동 묘사,너는 뛰어다니고 있어
반영,내가 말을 좋아하는지 궁금하구나
질문,어디있는지 아니
일반적인 칭찬,잘 경청했어
일반적인 말,이 방이 덥다
일반적인 말,보고 있어
행동 묘사,너는 초록색 별을 그렸어
지시,그것을 나에게 줘
일반적인 칭찬,네가 자랑스러워
반영,그 게임을 하는 게 재미있구나
일반적인 말,기린이 미끄럼틀을 타고 내겨와
지시,이것을 해봐
구체적인 칭찬,예의가 바르다
행동 묘사,너는 아기 인형을 먹이고 있어
지시,입에 껌을 넣어
지시,네가 해 알겠지
지시,아빠를 보면 그것을 아빠에게 드려
지시,다른 장난감 가지고 놀기 전에 먼저 정리해
행동 묘사,너는 타워를 만들고 있어
구체적인 칭찬,그것 내려놓는 것 잘했어
일반적인 말,빨간색이 가장 높아
반영,음식을 더 가져와야하는구나
구체적인 칭찬,블럭을 가지고 잘 노는구나
일반적인 말,그의 이름을 토미에요
질문,왜 그거 그렇게 하는거야
행동 묘사,너는 화장실에 혼자 갈 수 있어
일반적인 말,거기 장난감이 많구나
일반적인 말,아이들은 부모님에게 예의있게 말해야해
행동 묘사,너는 보트를 골랐어
일반적인 말,음식이 거기에 있을 수도 있어
구체적인 칭찬,오 잘하고 있어 헨리
일반적인 말,그것은 파란색이야
반영,너는 색칠 하는 게 좋구나
행동 묘사,너는 빨간색을 꺼냈어
행동 묘사,파란색 블럭이 많구나
부정적인 말,아니야 그것 나쁜 거야 그런말 하지 않았음 좋겠어
질문,이곳을 강아지를 위한 장소로 불러야겠어
부정적인 말,커텐에 매달리지마
지시,그것을 멈춰
구체적인 칭찬,그 조각이 맞도록 잘 했어
부정적인 말,너를 아무데도 못 데려가겠어 
행동 묘사,너는 거기에 앉았어
구체적인 칭찬,네 의자에 잘 앉아있구나
지시,장난감을 박스 안에 놔줘
질문,그것은 아기야
구체적인 칭찬,테이블로 돌아와줘서 고마워
지시,그것 여기에 놔
부정적인 말,나랑 장난하니
질문,빨간색 블럭을 위에
부정적인 말,지금 뭐하는거야
일반적인 말,나는 기차 세트가 좋아
반영,이겼구나
일반적인 말,좋은 팀워크야
지시,네가 스스로 가져와
지시,봐 봐 봐
구체적인 칭찬,선 안에 잘 색칠 했어
지시,여기로 와
반영,넘어져서 다쳤구나
반영,맞지 않구나
행동 묘사,카우보이 모자를 찾았구나
반영,초록색 차 안에 여자아이와 남자아이가 있어
질문,너는 공주님 성을 만들고 있구나
일반적인 말,음 너를 따라가려고 했어
지시,거기 조심해
반영,더 없구나
행동 묘사,오 파란색 신발을 골랐구나
일반적인 말,포테이토헤드에 모자를 씌워
반영,검정 물간을 사용하는구나
일반적인 말,지붕이 필요해
부정적인 말,너는 너무 느려
질문,그 통을 어디에 둘거니
질문,그녀는 공주님이야
행동 묘사,엄마를 도와주는구나
일반적인 칭찬,아주 잘했어
반영,곧 집에 갈거야
일반적인 말,청록색 
행동 묘사,너 그거 떨어뜨렸어
일반적인 말,타워처럼 보인다
지시,타워를 만들자
반영,해는 노란색이야
구체적인 칭찬,진하게 그린 것 잘했어
지시,이제 모든 장난감을 정리해야해
질문,충분히 잠을 못잤구나
질문,뭐라고 했니
구체적인 칭찬,색칠을 잘하는구나
일반적인 말,모든 글자를 다 아는구나 이해했어
지시,입에서 그것을 빼
반영,길고 무서운 뱀
일반적인 칭찬,멋지구나
지시,이걸 사용해
구체적인 칭찬,그 레고 타워 멋지다
행동 묘사,모든 음식을 분류하고 있구나
일반적인 말,알겠어
구체적인 칭찬,멋진 그림이야
부정적인 말,비행기처럼 안보이는데
일반적인 말,내 포테이토 헤드를 여기에 둘거야
지시,블럭을 높은 타워에 쌓아
지시,불을 꺼줘
반영,어떤 차가 더 빠른지 알고 싶구나
부정적인 말,그거 거기에 두는거 아니야 얘야
반영,노랑 빨강 초록 그리고 파랑 자동차구나
행동 묘사,다 하나씩 가지고 있구나
반영,어떤 색인지 궁금하구나
질문,네 신발이 어디있니
질문,성을 가지고 놀래
일반적인 말,네 여동생 헤드폰을 망가뜨리면 네 용돈으로 새거 사줄거야
일반적인 칭찬,색이 풍부하다
일반적인 말,알겠어
부정적인 말,말 잘 안들으면
일반적인 칭찬,오 멋지다
구체적인 칭찬,나와 같이 써줘서 고마워
행동 묘사,박스를 선반에 밀었구나
부정적인 말,왜 듣지도 않니
부정적인 말,그렇게 합치는거 아니야
일반적인 칭찬,잘했어
지시,주머니에 있는지 봐바
부정적인 말,테이블에서 나와 함께 놀이하면 참 좋을거 같아
지시,초록색 사용해도 돼
부정적인 말,버릇이 없구나
구체적인 칭찬,정리를 잘하는구나
구체적인 칭찬,네 그림이 멋지구나
일반적인 말,음 멋진 잔치이구나
구체적인 칭찬,네 장난감으로 얌전히 노니 좋구나
구체적인 칭찬,나랑 함께 있어줘서 고마워
지시,은색으로 색칠해
구체적인 칭찬,멋진 화가가 되었구나
행동 묘사,붉은 별을 만들었구나
행동 묘사,앤을 썼구나
부정적인 말,아닌거 같은데
지시,경찰관님께 안녕하세요 해
질문,어디있어
일반적인 칭찬,아주 멋져
부정적인 말,소리지르지 마
구체적인 칭찬,네가 해냈어 축하해
구체적인 칭찬,파란색 블럭 위에 빨간색 블럭 올리는 것 잘했어
지시,의자에 앉아있어
구체적인 칭찬,오 그것 멋지구나
구체적인 칭찬,그렇게 머리 빗을 때 머리가 아름답다
구체적인 칭찬,장난감을 가지고 노는 착한 소녀이구나
일반적인 말,이 동물 농장이 좋아
질문,꽉 눌러야할까
행동 묘사,높게 만드는구나
구체적인 칭찬,네가 좋은 선택을 한게 기뻐
구체적인 칭찬,나와 크레파스를 나눠 써줘서 고마워
구체적인 칭찬,나와 노는게 좋다
행동 묘사,우리는 조각을 딱딱거리고 있어
일반적인 말,거의 시간이 되었어
일반적인 말,레고에 패턴이 있네
구체적인 칭찬,내 자동차를 고쳐줘서 고마워
질문,이제 무엇을 해야할까
부정적인 말,네가 어지른 것 치워
질문,너 괜찮니
지시,이런 것 하나 더 줘
일반적인 말,거기로 내가 갈게
질문,몇 마리의 동물들이 거기 있니
일반적인 말,응 나중에 꺼낼거야
반영,다했구나
행동 묘사,케익을 같이 두었구나
일반적인 말,그것을 좋아하는구나
일반적인 말,그것은 멋지다
질문,동물은 어떤 소리를 내지
반영,노란색
지시,초록색 크레파스로 네 이름을 써
부정적인 말,제대로 말하고 있지 않아
행동 묘사,내 무릎에 앉아있구나
반영,오 그거구나
부정적인 말,빅 버드는 노란색이야
지시,레고 놀이를 하자
질문,그거 거기 자리 맞아
일반적인 말,오늘 이 세션 마치고 집으로 갈거야
질문,관찰력이 좋다
구체적인 칭찬,길에서 차를 잘 운전하는구나
지시,집을 만들어 크게 만들어
구체적인 칭찬,오 멋진 벽이다
행동 묘사,다양한 색의 꽃을 그리는구나
행동 묘사,큰 오두막을 만들고 있구나
부정적인 말,못되게 굴지마
행동 묘사,열심히 생각하고 있구나
반영,하고 있구나
반영,사세반에 이야기를 들려주려 오셨구나
일반적인 말,미안해
질문,피자가 필요하니
행동 묘사,빨간색 벽을 만들려고 하는구나
지시,메리야 우리 집을 여기에 놓아야 할까
질문,이 장난감이 좋니
질문,맞니
일반적인 칭찬,정리 잘했어
부정적인 말,아니 이렇게 하는거야
지시,망치를 지금 당장 주지 않으면 매맞을거야
질문,어떤걸 원하니
지시,장난감을 정리해줄래
질문,오 변화를 줄거구나
일반적인 말,소방서를 가지고 놀거에요
행동 묘사,맨 위에 놓는구나
지시,밥이 아이의 주의를 끌기 위해 이름을 불렀어
질문,내가 그 말을 왜 한 것 같니
부정적인 말,그건 잘못된 방법이야
행동 묘사,자동차를 운전하고 있구나
반영,그의 이름이 피터이구나
일반적인 말,저는 성을 만들고 있어요
일반적인 말,그 나무는 높아지고 있구나
구체적인 칭찬,주워줘서 고마워
행동 묘사,찰흙을 가지고 놀고 있구나
반영,엠
행동 묘사,그림에 초록색을 칠하고 있구나
반영,그래 도리를 찾았구나
질문,음 우리 치킨이 필요하니
지시,들었지 모든 장난감을 정리해
지시,딸기를 잘라줘
행동 묘사,맨 위에 두었구나
구체적인 칭찬,친절한 말을 잘했어
일반적인 말,빨간색 자동차가 너와 닿아있구나
일반적인 말,그 타워는 크다
행동 묘사,나에게 파란색을 주는구나
부정적인 말,버릇 없이 굴지마
지시,나중에 이야기 하자
일반적인 말,저 자동차들을 타고 싶어
질문,이거 누가 치울거니
지시,지금 블럭 놀이를 해
부정적인 말,참 고맙긴하다
지시,그것들을 합쳐줘
일반적인 말,우리 같이 했어
구체적인 칭찬,숙제를 하고 있는 것 잘했어
일반적인 칭찬,오 잘했어
일반적인 말,하나 더 필요해
일반적인 말,여기서 찰흙을 잘 못꺼내겠어 우리 쌤쌤이다
부정적인 말,뛰어디니는걸 멈추지 않으면 때릴거야
부정적인 말,틀렸어
일반적인 말,이 장난감을 가지고 놀아
반영,몇 개가 있는지 알고 싶구나
질문,왜 그것들을 같이 놓는거니
일반적인 말,집이구나
행동 묘사,파란색 장난감을 골랐구나
반영,집을 만들고 싶구나
일반적인 말,지금 색칠하고 싶어
행동 묘사,팔을 저쪽에 놓았구나
부정적인 말,그만 불평해
일반적인 말,이게 다음에 오는 걸까
구체적인 칭찬,머리가 예쁘다
구체적인 칭찬,열심히 하고 있구나
지시,앉아
구체적인 칭찬,장난감 고르는 것 잘했어
부정적인 말,타임아웃 가고싶어
일반적인 말,방금 두 개가 있었어
질문,네 것은 초록색이야 맞지
지시,이제 집어넣어
구체적인 칭찬,두개 눈을 만든건 창의적이야
행동 묘사,큰 그릇을 만들고 있구나
구체적인 칭찬,찰흙을 창의적으로 하고 있구나
지시,앉아
반영,오 소풍
질문,지금 무얼 하니
질문,여기 강아지가 있니
일반적인 칭찬,멋진 그림이구나
반영,자동차를 원하는구나
일반적인 말,나는 피곤해
반영,초록색을 제일 좋아하는구나
지시,도와줄게
일반적인 말,바퀴가 더 없어
일반적인 말,이건 동그라미에요
질문,네 셔츠구나
질문,인형의 이름이 기억나니
반영,원숭이 좋아하는 것 알아
행동 묘사,귀를 찾았구나
반영,버릴거구나
반영,티라노는 육식동물이야
지시,가자
구체적인 칭찬,알아내다니 아주 똑똑하구나
일반적인 말,내가 다음에 할게
반영,집을 만들고 있구나
지시,먼저 테이블을 정리해야해
부정적인 말,잘못 된 곳에 놨어
지시,블럭 놀이를 하자
행동 묘사,해를 드리고 있구나
지시,이제 정리해
반영,세 개밖에 없구나 맞아
구체적인 칭찬,강아지를 멋지게 색칠했구나
지시,네가 정리를 해
일반적인 말,한조각이 없어서 기분이 안좋아보이는구나
일반적인 말,이거 마치고 책을 읽어도 돼
일반적인 말,집을 짓고 있어요
부정적인 말,왜 한번도 말을 듣지 않니
일반적인 말,자동차 경주를 하고 싶어
반영,내가 다리를 좋아하는지 알고 싶구나
지시,예쁜 말 써 알겠지
일반적인 칭찬,착하다
행동 묘사,신발 신어
질문,재미있겠다
일반적인 말,너 처럼 그릴거야
질문,정리하는 것 도와줘
일반적인 말,알겠어
행동 묘사,차를 차고에 넣었구나
일반적인 말,너는 말을 좋아하는구나
구체적인 칭찬,좋은 생각이야
지시,내가 그린걸 너도 그려
지시,봐바
질문,그것 중에 하나 가지고 있니
지시,작은 것을 만들었구나
질문,블럭을 쌓아줘
질문,이것 재미있다 그렇지
지시,그것 지금 돌려줘
구체적인 칭찬,타워를 그렇게 만드는 건 좋은 생각이야
일반적인 말,여기 일이 있어
질문,몇 개인지 세어볼래
질문,가장 좋아하는 장난감이 뭐야
부정적인 말,말 안들으면 그렇게 되는거야
부정적인 말,집중하고 있지 않아
지시,와서 레고 놀이를 해
반영,보트와 제트스를 만들고 있구나
구체적인 칭찬,잘 앉아있구나
일반적인 말,팔은 여기에 끼우는거야
반영,로봇을 만들고 있구나
부정적인 말,뭐가 문제야
일반적인 말,작은 조각들이 더 필요해
질문,네가 그것들을 저기에 두는구나
부정적인 말,버릇 없이 굴고 있어
부정적인 말,벽에 색칠하지마
부정적인 말,아니 바보야 기린은 노란색이야
일반적인 말,나는 뱀을 만들고 있어
부정적인 말,그만 해
구체적인 칭찬,지시사항을 잘 따르고 있구나
지시,장난감을 주워줘
지시,우리는 트럭들을 보관하기 위해 주위에 벽을 쌓아야 해
구체적인 칭찬,잘하고 있어
부정적인 말,하지마
행동 묘사,너는 방금 탑을 넘어뜨렸어
지시,저거 손이 닿을까
지시,너는 크레파스를 정리할거야
부정적인 말,나는 같이 놀고 싶지가 않아
일반적인 말,너는 어떤 장난감이든 가지고 놀 수 있어
구체적인 칭찬,그것을 들어올리는 것을 잘한다
일반적인 말,나는 새를 그리는게 좋아
지시,정리하자
지시,주워
지시,신발을 신어
반영,응 스테고사우루스를 그렸네
반영,빨간 블록
행동 묘사,너는 집을 그리고 있구나
구체적인 칭찬,네가 노는 방식이 좋구나
지시,버릇없이 굴지마
일반적인 칭찬,멋진 건물이야
지시,바닥에서 일어나
질문,서커스단
구체적인 칭찬,너는 색칠을 참 잘하는구나
구체적인 칭찬,장난감을 조심히 다루는 것 잘했어
일반적인 말,그건 어때
일반적인 말,어떤 색이든 사용할 수 있어
질문,뭐가 문제니
질문,진짜 게으르구나
질문,이전에 이런 것들 중 하나를 봤었는데 그것이 뭐라고 불리는지 기억하니
부정적인 말,너는 아무것도 할 줄 모르는구나
일반적인 칭찬,맞아
부정적인 말,너는 그걸 할 수 없어
구체적인 칭찬,시도해줘서 고마워
부정적인 말,말을 듣지 않는구나
부정적인 말,그런게 아니야
반영,오 그냥 우리 모두
지시,입을 다물고 앉아
부정적인 말,너무 크게 만들었다
질문,농장에 가니
일반적인 말,이것 이후에 할 수 있어
일반적인 칭찬,참 천사같다
질문,지금 이것을 가지고 놀고 싶어
행동 묘사,원을 만들었구나
행동 묘사,높은 타워를 만들고 있구나
일반적인 말,밖에 비가 내리고 있어요
반영,지금 그림을 그리고 있구나
일반적인 말,그는 모자가 필요했어
구체적인 칭찬,너와 놀이하는게 좋구나
일반적인 말,그건 경찰관이야
행동 묘사,많은 카드를 줄 세우고 있구나
부정적인 말,그만
일반적인 말,네거는 초록색이구나
지시,들어
일반적인 말,네 것 처럼 나도 그릴거야
구체적인 칭찬,양념 고마워
일반적인 칭찬,잘 쌓았어
구체적인 칭찬,그것 여기로 운전해온 것 잘했어
질문,이것
지시,여기 와서 내 옆에 앉아
지시,맞아
지시,사탕을 먹어도 돼
질문,내가 만든게 마음에 드니
부정적인 말,그거 입에 넣지 마
반영,아주 엉망이구나
질문,이것은 뭐니
일반적인 말,문은 하얀색이야
행동 묘사,불평을 하고 있구나
질문,다음에 무엇을 하고싶니
부정적인 말,까다롭게 구는구나
일반적인 말,내 차도 빨리 간다
일반적인 말,맞아 잃어버리기 쉬워
일반적인 말,그러면 더 많은 블록이 필요할 거야
행동 묘사,이제 발을 더 추가하는구나
부정적인 말,그것을 제대로 하고 있지 않아
구체적인 칭찬,네가 나를 도와줄 때 좋아
지시,그 상자 좀 건네줄래
부정적인 말,그거 가지고 놀면 안 될 것 같아
일반적인 말,너는 심심해 보인다
구체적인 칭찬,아이스크림 고마워
구체적인 칭찬,너는 잘하는구나
구체적인 칭찬,나는 네가 장난감을 조심히 가지고 노는 게 좋아
부정적인 말,아직도 성조기에 딱 맞는 색을 사용하지 않는구나
질문,저게 뭐지
부정적인 말,계속 욕을 하면 타임아웃에 보낼거야
질문,레고 놀이를 하고 싶구나
일반적인 말,하나 둘 셋
행동 묘사,조니는 상자를 열고 있어
구체적인 칭찬,잘 조준 하는구나 얘야
일반적인 칭찬,멋진 그림이야
행동 묘사,너는 차를 경사로에 내려놓고 있구나
행동 묘사,너의 포테이토헤드에 바보같은 눈을 붙였구나
일반적인 말,미안해
지시,파란 병위에 파란 모자를 씌워줘
행동 묘사,우리는 집을 그리고 있어
반영,포테이토 헤드에 모자를 씌웠구나
지시,앉아
일반적인 칭찬,멋진 그릠이구나
부정적인 말,그런 식으로 말하지 마
부정적인 말,너는 못 된 아이구나
반영,너는 우리가 피자를 먹어야한다고 생각하는구나
일반적인 말,천천히
반영,나를 그릴거구나
행동 묘사,그것을 빨리 넣었네
질문,찰흙이 더 있니
지시,무릎에 손을 올리는건 어때
질문,다음에 어떤 색을 추가해야 해
지시,빨간 걸 줘
행동 묘사,트랙터를 이리저리 밀고 있구나
지시,에이미와 빨대를 같이 쓸 거구나
행동 묘사,방금 빨간것을 완성했구나
질문,그걸 뭐라고 부르는지 아니
구체적인 칭찬,우리가 놀이 할 때 멋진 상상력이 있구나
일반적인 말,여기 너무 좋다
질문,어떻게 한거니
구체적인 칭찬,멋진 탑을 지었구나
행동 묘사,동그라미를 그렸구나
일반적인 말,이 블록들은 아주 좋다
행동 묘사,너는 커다란 녹색 공룡을 그리고 있어
구체적인 칭찬,네가 그린 강아지는 매우 예쁘다
질문,무엇을 가지고 놀길 원하니
일반적인 말,나는 보라색 자동차를 좋아해
질문,확실하니
지시,농부를 헛간에 집어넣어줘
일반적인 말,내가 도와줄게
구체적인 칭찬,우리는 멋진 집을 함께 지었어
일반적인 말,여기에 조각들이 빠진 것 같아
질문,너는 크게 만들고 있구나
일반적인 말,다섯개
일반적인 말,그것은 큰 성이네
지시,그거 나한테 줘
반영,맞아 기차 선로가 많아
부정적인 말,뭐 말은 운전 할 수 없어 바보야
지시,네가 해봐
부정적인 말,그것은 충분히 단단하지 않아
일반적인 말,아니야
행동 묘사,너는 무지개를 그리고 있구나
행동 묘사,단어를 사용하고 있구나
반영,높다
지시,장난감을 정리해줘
일반적인 말,냄비안에 오렌지가 있어
일반적인 말,차가 도로를 달리고 있어
행동 묘사,너는 찰흙을 선택했구나
일반적인 말,핫도그
반영,아이스크림 한 스푼을 찾았구나
일반적인 말,하나둘셋냇다섯여섯일곱
일반적인 말,오 버터
행동 묘사,너는 노래부르고 춤을 추고 있구나
지시,나에게 가져와
구체적인 칭찬,그걸 집어넣구나
일반적인 말,뒤집기
질문,비행기를 만들고 싶니
부정적인 말,너무 느리게 하고 있어
행동 묘사,a를 쓰고 있구나
구체적인 칭찬,너는 착한 소녀야
행동 묘사,네가 만들었어 
일반적인 칭찬,잘했어
지시,조용히해 소리지르지마
행동 묘사,빨강 파랑 자석을 함께 두고 있구나
지시,저 쪽에 장난감 정리해 줄 수 있겠니
반영,그것은 말이야
반영,네가 색칠했구나
일반적인 말,나는 어렸을때 기차를 가지고 놀곤 했어
반영,응 그녀는 퍼즐을 맞추고 있어
질문,이거 여기에 놓는 건가
행동 묘사,너는 기차를 만들고 있구나
질문,너는 로봇을 만들었어
반영,너는 아기공룡만 좋아하는구나
부정적인 말,난 그걸 좋아하지 않아
질문,예쁜 블럭들은 어디에 있어
반영,케이크 하나 더
지시,조니 조니 조니
일반적인 칭찬,멋지다
반영,아 저건 차구나
질문,가게에 가고싶니
질문,오 너는 매운 음식이 필요하구나
지시,그 초록색 크레용을 나에게 줘
구체적인 칭찬,조용히 잘 놀고 있어
질문,성을 만들고 싶니
질문,이 두 대의 차가 친구가 될 수 있을까
질문,이런 식으로 하고 싶어
일반적인 말,여기 또 다른 통나무가 필요해
질문,그것은 집이니
구체적인 칭찬,네가 그린 집이 멋지다
부정적인 말,내 생각엔 빵에 완두콩을 넣을 수 있을 것 같아
행동 묘사,너는 보라색 탑을 쌓았어
부정적인 말,무례하게 굴고 있어
구체적인 칭찬,입을 가린 것 잘했어
반영,그 집을 높이 짓고 있구나
부정적인 말,그 조각은 거기에 맞지 않아
일반적인 말,그 다음은 어때
구체적인 칭찬,멋진 것을 만들었구나
반영,그래
행동 묘사,게임을 꺼내려고 하는구나
반영,오 학교에 가는구나
일반적인 말,내가 코를 발견했어
질문,갈 준비가 되었니
구체적인 칭찬,모든 글자를 안다는게 대단하다
부정적인 말,아니 난 소가 되고 싶지 않아
일반적인 말,엄마 차례야
지시,나는 다른 게임을 하고 싶어
지시,좋아 이제 하나 고를 수 있어
반영,장난감에 대해 뭔가를 말하고 있어
일반적인 말,모든 것을 되돌려 놓아야 해
질문,소는 네가 제일 좋아하는 동물이지
행동 묘사,너는 차를 파란색으로 칠했구나
행동 묘사,네 말이 나의 말과 함께 질주하고 있어
질문,다음에 무엇을 가지고 놀 것이니
일반적인 말,알겠어
반영,너는 장난감을 저쪽에 두었어
반영,매일은 아니구나
지시,잠깐 잠깐만
지시,톰 
행동 묘사,방금 예쁜 그림을 그렸어
반영,자동차가 좋구나
지시,우리가 하자
반영,오 농부가 소들에게 먹이를 주고 있구나
질문,코는 어디에 있니
행동 묘사,너는 그 차를 너무 빨리 가게 만들고 있어
질문,나의 포테이토 헤드는 어때
질문,이게 여기로 가야할까 저기로 가야할까
일반적인 말,우리가 가지고 놀 장난감들을 내가 좀 가져와야겠어
일반적인 칭찬,오 잘했어
행동 묘사,더 진하게 만들려고 노력하고 있구나
부정적인 말,말도 안돼
일반적인 말,머리에 뭔가가 떨어질지도 몰라
질문,너는 장난감을 가지고 놀고 싶구나
일반적인 말,저 블럭은 파란색이야
구체적인 칭찬,같이 사용하니 좋다
구체적인 칭찬,우와 이런 것 만들기도 잘하는구나
부정적인 말,네가 그렇게 할 때 좋지 않아
반영,레고 놀이
일반적인 말,나는 해적을 그릴거야
지시,그의 모자를 벗기렴
반영,사각형
지시,크레파스를 줘
부정적인 말,나에게 망치를 주지 않으면 네 모든 장난감을 치워버릴거야
구체적인 칭찬,타워를 열심히 만들었구나
반영,레고 놀이가 하고 싶구나
질문,파란 공은 어디에 있어
구체적인 칭찬,나와 놀이를 잘 해주어서 고마워
일반적인 말,이제 준비 되었어
지시,계속 할 수 있을까
일반적인 말,저 강아지는 우리 강아치 처럼 생겼다
질문,무엇을 만들고 있니
지시,착하게 행동해
질문,블럭 놀이를 할래
지시,그럼을 완성해
반영,좋은 아침
일반적인 말,듣고 있어
일반적인 말,이것들을 가지고 놀거야
일반적인 칭찬,아주 예쁘다
일반적인 말,그리고 끈적이기도 해
행동 묘사,너는 웃고 있구나
지시,놀이 하자
행동 묘사,그래 너는 분필을 사용하고 있구나
반영,그건 별로 빠르지 않았어
반영,그게 재미있구나
일반적인 말,저 덤불은 초록색이야
일반적인 말,우리는 너무 크게 말하고 있어
질문,오늘 기분이 어떠니
반영,이 대형 레고가 멍청하다고 생각하는구나
지시,이것 좀 봐
일반적인 말,이 자동차가 좋아
행동 묘사,너는 앉아있구나
질문,나에게 크레파스를 줄래
지시,선을 넘지 않게 색칠하려고 노력해봐
반영,빨간색으로 색칠 할 수 있구나
행동 묘사,내 것을 여기서 하고 있구나
행동 묘사,큰 빌딩을 만들고 있구나
구체적인 칭찬,멋지게 색칠 하고 있구나
질문,파란색 크레파스를 어디에 둘거니
행동 묘사,너는 장난감을 쥐고 있어
질문,기린 장난감을 들고  이건 뭐지
부정적인 말,오늘 내 신경을 끝까지 건들이는구나
질문,버터를 거의 다 사용했구나
일반적인 말,이 장난감들은 재미있어
지시,이 물건을 저기에 놓아
반영,너는 초록색 마커를 가지고 있구나
질문,네가 이걸 여기에 놓았니
반영,너는 레몬 차를 따르고 있구나
지시,귓속말을 해
일반적인 말,여기 있는 모든 동물들이 줄을 설거야
구체적인 칭찬,단어 사용하는 것 잘했어
일반적인 칭찬,아주 잘했어
일반적인 말,나는 네 것 같은 무지개를 만들고 있어
행동 묘사,웃긴 표정을 짓고 있어
행동 묘사,다 했구나
질문,탄산음료 먹을 사람
행동 묘사,너는 장난감을 보고 있어
지시,이걸 집 안에 넣어
구체적인 칭찬,이 단을 쌓아줘서 고마워
일반적인 말,여기 색깔들이 있어
지시,나는 네가 토끼를 그려서 엄마에게 선물로 주면 좋겠어
질문,사과는 무슨 색이지
일반적인 말,지루하구나
일반적인 말,그것은 퍼즐이야
일반적인 말,그것은 포테이토 헤드야
질문,그리고 그녀에게 새로운 모자를 찾아줬구나
일반적인 말,사고를 도와주는 차는 앰뷸런스라고 해
일반적인 말,아니 우리가 거기에 가면 아빠는 안 계실거야
행동 묘사,네가 내 마커를 가져갔어
질문,너는 바닥으로 밀고 있구나 그렇지
질문,빨간색 자동차를 가지고 놀거니
일반적인 말,나도 내것을 높게 만들고 있어
일반적인 말,해마와 상어가 보여
일반적인 칭찬,예의있게 잘했어
일반적인 칭찬,멋져
지시,여기로 와줘
구체적인 칭찬,아주 잘 정리했어
지시,트럭을 가지고 놀아
부정적인 말,계속 불평하면 인형을 일주일 동안 가져갈거야
부정적인 말,그녀는 별로 안좋아할거야
행동 묘사,그것들을 순서대로 세우고 있구나
일반적인 말,내가 어릴 때 그런 장난감이 있었어
일반적인 말,정리 할 시간이야
지시,가서 휴지를 가져와
지시,얘 잠깐 기다려 소피아
반영,너는 밖에 나가고 싶구나
반영,라푼젤은 어른이구나
구체적인 칭찬,그렇게 한 것 잘했어
일반적인 말,그리고 음 보자 청사과 맛 컵케익을 찾았어
지시,장난감 조심히 다뤄
행동 묘사,그것들을 높게 쌓고 있구나
구체적인 칭찬,계속 시도하는 것 잘하고 있어
지시,나에게 장난감을 건네줘
일반적인 칭찬,너는 똑똑하구나
일반적인 말,어머 저기 몬스터 트럭이 벌써 있네
반영,동물들이랑 놀고 싶구나
부정적인 말,방에서 그만 뛰어다녀
반영,새 신발이 좋구나
반영,입술
행동 묘사,포테이토 헤드를 위한 눈을 찾았구나
지시,어서 어서 어서
일반적인 칭찬,멋지다
부정적인 말,블럭을 넘어뜨리지마
부정적인 말,나에게 그렇게 말하지마
부정적인 말,아니야 내가 초록색이라고 말했지
지시,점심을 먹으러 갈거야 가서 코트 가져와
구체적인 칭찬,조용한 목소리로 말한 것 잘했어
지시,앞에 더 큰 바퀴를 사용해
질문,어떤거
행동 묘사,출발선에 모든 것을 한 줄로 세우는구나
행동 묘사,큰 고양이를 색칠 했구나
부정적인 말,그렇게 못 된말 사용하는 거 아니야
일반적인 말,피자 한조각을 놀이 음식과 먹고 있어
일반적인 말,작은 트럭을 올리고 나서 박스를 닫을거야
행동 묘사,아주 빠르게 운전하고 있구나
행동 묘사,파란색 블럭을 집었어
반영,윙 쉭
질문,어떤 음식과 잘 어울리니
일반적인 칭찬,멋지다
행동 묘사,자동차를 던지고 있어
